date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:36	84/84	---MC-	302	error ('Found')	text/html	date:Thu,%2015%20Aug%202019%2010:51:36%20GMT	https://kahvebot.com/img/dEL5Ej4wUeg3xfcsDJDRA3hYG2pe.ico	/storage/emulated/0/HTTrack/kahve/kahve/kahvebot.com/img/dEL5Ej4wUeg3xfcsDJDRA3hYG2pe.ico	(from https://kahvebot.com/discord-bot-ekleme)
13:51:36	56/56	---MC-	302	error ('Found')	text/html	date:Thu,%2015%20Aug%202019%2010:51:36%20GMT	https://kahvebot.com/dashboard	/storage/emulated/0/HTTrack/kahve/kahve/kahvebot.com/dashboard	(from https://kahvebot.com/discord-bot-ekleme)
13:51:40	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2015%20Aug%202019%2010:51:39%20GMT	https://kahvebot.com/login	/storage/emulated/0/HTTrack/kahve/kahve/kahvebot.com/login	(from https://kahvebot.com/discord-bot-ekleme)
13:51:43	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2015%20Aug%202019%2010:51:42%20GMT	https://kahvebot.com/login	/storage/emulated/0/HTTrack/kahve/kahve/kahvebot.com/login	(from https://kahvebot.com/discord-bot-ekleme)
13:51:44	127288/127288	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202019%2019:43:32%20GMT	https://media.discordapp.net/attachments/369041688171118593/606210360743297024/discord-botu-ekleme-afiC59F.png?width=1021&height=341	/storage/emulated/0/HTTrack/kahve/kahve/media.discordapp.net/attachments/369041688171118593/606210360743297024/discord-botu-ekleme-afiC59Fc8b3.png	(from https://kahvebot.com/discord-bot-ekleme)
13:51:45	262/262	---MC-	302	error ('Found')	text/html	date:Thu,%2015%20Aug%202019%2010:51:45%20GMT	https://kahvebot.com/davet	/storage/emulated/0/HTTrack/kahve/kahve/kahvebot.com/davet	(from https://kahvebot.com/discord-bot-ekleme)
13:51:45	65669/65669	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202019%2019:42:55%20GMT	https://media.discordapp.net/attachments/369041688171118593/606210204857663543/discord-bot-ekleme.png?width=1021&height=469	/storage/emulated/0/HTTrack/kahve/kahve/media.discordapp.net/attachments/369041688171118593/606210204857663543/discord-bot-eklemee83f.png	(from https://kahvebot.com/discord-bot-ekleme)
13:51:46	35448/35448	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202019%2019:43:37%20GMT	https://media.discordapp.net/attachments/369041688171118593/606210380322308096/discord-bot-ekleme3.png?width=1021&height=327	/storage/emulated/0/HTTrack/kahve/kahve/media.discordapp.net/attachments/369041688171118593/606210380322308096/discord-bot-ekleme31dfc.png	(from https://kahvebot.com/discord-bot-ekleme)
13:51:47	19646/19646	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202019%2019:43:56%20GMT	https://media.discordapp.net/attachments/369041688171118593/606210458978091009/discord-bot-ekleme4.png?width=1021&height=165	/storage/emulated/0/HTTrack/kahve/kahve/media.discordapp.net/attachments/369041688171118593/606210458978091009/discord-bot-ekleme4d65c.png	(from https://kahvebot.com/discord-bot-ekleme)
13:51:49	96/96	---MC-	302	error ('Found')	text/html	date:Thu,%2015%20Aug%202019%2010:51:49%20GMT	https://kahvebot.com/sunucu	/storage/emulated/0/HTTrack/kahve/kahve/kahvebot.com/sunucu	(from https://kahvebot.com/discord-bot-ekleme)
13:51:49	84/84	---MC-	302	error ('Found')	text/html	date:Thu,%2015%20Aug%202019%2010:51:49%20GMT	https://kahvebot.com/img/dEL5Ej4wUeg3xfcsDJDRA3hYG2pe.ico	/storage/emulated/0/HTTrack/kahve/kahve/kahvebot.com/img/dEL5Ej4wUeg3xfcsDJDRA3hYG2pe.ico	(from https://kahvebot.com/kahve-bot-projesi-nasil-basladi)
13:51:51	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2015%20Aug%202019%2010:51:50%20GMT	https://kahvebot.com/login	/storage/emulated/0/HTTrack/kahve/kahve/kahvebot.com/login	(from https://kahvebot.com/kahve-bot-projesi-nasil-basladi)
13:51:52	262/262	---MC-	302	error ('Found')	text/html	date:Thu,%2015%20Aug%202019%2010:51:52%20GMT	https://kahvebot.com/davet	/storage/emulated/0/HTTrack/kahve/kahve/kahvebot.com/davet	(from https://kahvebot.com/kahve-bot-projesi-nasil-basladi)
13:51:53	102/102	---MC-	302	error ('Found')	text/html	date:Thu,%2015%20Aug%202019%2010:51:53%20GMT	https://kahvebot.com/komutlar/	/storage/emulated/0/HTTrack/kahve/kahve/kahvebot.com/komutlar/index.html	(from https://kahvebot.com/kahve-bot-projesi-nasil-basladi)
